split,label,path,filename,extension,readable,height,width,channels,md5_hash
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_960.jpeg,cast_ok_0_960.jpeg,.jpeg,True,300,300,3,eab519f5b2c225ed0c36781c046c95ed
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_960.jpeg,cast_ok_0_960.jpeg,.jpeg,True,300,300,3,eab519f5b2c225ed0c36781c046c95ed
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_975.jpeg,cast_ok_0_975.jpeg,.jpeg,True,300,300,3,fb89e8cac27e02a75e11cffa9717d741
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_975.jpeg,cast_ok_0_975.jpeg,.jpeg,True,300,300,3,fb89e8cac27e02a75e11cffa9717d741
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_903.jpeg,cast_ok_0_903.jpeg,.jpeg,True,300,300,3,fbae7a64d1cb5ba37f7a133baaf6db7e
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_903.jpeg,cast_ok_0_903.jpeg,.jpeg,True,300,300,3,fbae7a64d1cb5ba37f7a133baaf6db7e
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_907.jpeg,cast_ok_0_907.jpeg,.jpeg,True,300,300,3,fbecfd46f201104138b7795c8ecc4afc
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_907.jpeg,cast_ok_0_907.jpeg,.jpeg,True,300,300,3,fbecfd46f201104138b7795c8ecc4afc
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1120.jpeg,cast_ok_0_1120.jpeg,.jpeg,True,300,300,3,fdda2b47f7f31bf375751b907df1d2da
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1120.jpeg,cast_ok_0_1120.jpeg,.jpeg,True,300,300,3,fdda2b47f7f31bf375751b907df1d2da
